fldName,fldDescriptionHeading,fldDescriptionText,fldNpdidField,fldDescriptionDateUpdated,DatesyncNPD
SKOGUL,Status,"Selv om oljeproduksjonen avtar kontinuerlig på grunn av økende vanngjennombrudd, har produksjonen vært høyere enn forventet.",31164600,28.02.2023,28.05.2024
SKOGUL,Reservoar,Reservoaret inneholder olje med en mindre gasskappe i sandstein av eocen alder i Odinformasjonen. Det ligger på 2100 meters dyp og har meget gode egenskaper.,31164600,09.12.2023,28.05.2024
SKOGUL,Utbygging,"Skogul ligger i Nordsjøen, 30 kilometer nordøst for Alvheim. Vanndybden er 110 meter. Skogul ble påvist i 2010, og plan for utbygging og drift (PUD) ble godkjent i 2018. Utbyggingskonseptet er en havbunnsramme med to brønnslisser, med en togrens produksjonsbrønn knyttet til Alvheim produksjons- og lagringsskip (FPSO) via Viljefeltet. Produksjonen startet i 2020.",31164600,28.02.2023,28.05.2024
SKOGUL,Transport,Brønnstrømmen fra Skogul transporteres i rørledning via Vilje til Alvheimskipet.,31164600,28.02.2023,28.05.2024
SKULD,Reservoar,"Skuld produserer olje fra sandstein av tidlig- til mellomjura alder i Åre-, Tofte- og Ileformasjonene. Feltet består av forekomstene Fossekall og Dompap. Reservoarene har en liten gasskappe, og ligger på 2400-2600 meters dyp. Reservoarkvaliteten er moderat til god.",21350124,28.02.2023,28.05.2024
SKULD,Status,"Hovedfokus for Skuld er å identifisere nye boremål, samt forebygge scale dannelse. Produksjonen har vært innestengt siden april 2023 og kommer til å starte igjen i 2024, etter at oppvarmingssystemet for rørledning til Norneskipet er reparert.",21350124,14.12.2023,28.05.2024
SKULD,Utvinning,Skuld produseres med trykkstøtte fra vanninjeksjon. I tillegg er noen av brønnene utstyrt med gassløft for å kunne produsere ved lavt reservoartrykk og høyt vannkutt.,21350124,28.02.2023,28.05.2024
SKULD,Transport,"Brønnstrømmen sendes til Norneskipet. Oljen overføres til tankskip via en lastebøye, sammen med oljen fra Norne. Gassen transporteres i rørledning fra Norneskipet til Åsgard, og derfra via Åsgard Transport System (ÅTS) til terminalen på Kårstø.",21350124,28.02.2023,28.05.2024
SKULD,Utbygging,"Skuld ligger i Norskehavet, 20 kilometer nord for Norne. Vanndybden er 340 meter. Skuld ble påvist i 2008, og plan for utbygging og drift (PUD) ble godkjent i 2012. Feltet er bygd ut med tre havbunnsrammer tilknyttet produksjons- og lagerskipet (FPSO) på Norne. Produksjonen startet i 2013.",21350124,28.02.2023,28.05.2024
SLEIPNER VEST,Reservoar,"Sleipner Vest produserer gass og kondensat hovedsakelig fra sandstein av mellomjura alder i Huginformasjonen. Mindre hydrokarbonvolumer finnes lokalt i Sleipnerformasjonen. Reservoaret ligger på 3450 meters dyp og er svært segmentert. Forkastningene på feltet er normalt ikke forseglet, og kommunikasjonen mellom sandavsetningene er god.",43457,28.02.2023,28.05.2024
SLEIPNER VEST,Utbygging,"Sleipner Vest ligger i den midtre delen av Nordsjøen, 12 kilometer vest for Sleipner Øst-feltet. Vanndybden er 110 meter. Sleipner Vest ble påvist i 1974, og plan for utbygging og drift (PUD) ble godkjent i 1992. Feltet er bygd ut med to innretninger; Sleipner B, en normalt ubemannet brønnhodeinnretning som fjernstyres fra Sleipner A-innretningen på Sleipner Øst, og Sleipner T, en gassbehandlingsinnretning som har broforbindelse til Sleipner A. Produksjonen startet i 1996.",43457,14.12.2023,28.05.2024
SLEIPNER VEST,Transport,Brønnstrømmen sendes til Sleipner A-innretningen for prosessering. Salgsgass eksporteres fra Sleipner A via Gassled (område D) til markedet. Ustabilt kondensat transporteres i rørledning til terminalen på Kårstø.,43457,28.02.2023,28.05.2024
SLEIPNER VEST,Status,"Produksjonen for Sleipner Vest er i midten av halefasen. Boremål evalueres for en borekampanje planlagt i 2024/2025. Som et tiltak for økt produksjon fra feltet er innløpstrykket på Sleipner T redusert, og skal reduseres ytterligere framover.",43457,14.12.2023,28.05.2024
SLEIPNER VEST,Utvinning,Sleipner Vest produseres med trykkavlastning. CO2 fjernes fra gassen og injiseres for lagring i Utsiraformasjonen.,43457,14.12.2023,28.05.2024
SLEIPNER ØST,Utbygging,"Sleipner Øst ligger i den midtre delen av Nordsjøen. Vanndybden er 80 meter. Sleipner Øst ble påvist i 1981, og plan for utbygging og drift (PUD) ble godkjent i 1986. Feltet er bygd ut med Sleipner A, en integrert prosess-, bore- og boliginnretning med understell av betong. Utbyggingen omfatter også Sleipner R stigerørsinnretning, som knytter Sleipner A til rørledningene for gasstransport, og Sleipner T-innretningen for prosess og fjerning av CO2. Produksjonen startet i 1993. PUD for Loke Heimdal og Loke Trias ble godkjent henholdsvis i 1991 og 1995. Det ble da installert to havbunnsrammer, en for produksjon fra den nordlige delen av Sleipner Øst og en for produksjon av Loke-forekomsten. Alpha Nord-segmentet ble bygd ut i 2004 med en havbunnsramme som er knyttet til Sleipner T. Utgardfeltet er tilknyttet Sleipner T for prosessering og fjerning av CO2. Via en egen injeksjonsbrønn på Sleipner A injiseres CO2-en i Utsiraformasjonen. Feltene Sigyn, Gungne, Gudrun og Gina Krog er koblet opp mot Sleipner A.",43478,28.02.2023,28.05.2024
SLEIPNER ØST,Reservoar,"Sleipner Øst produserer gass og kondensat. Reservoarene i Sleipner Øst og Loke er i turbidittsandstein av paleocen alder i Tyformasjonen, grunnmarin sandstein av mellomjura alder i Huginformasjonen og kontinental sandstein av trias alder i Skagerrakformasjonen. I tillegg er det påvist gass i Heimdalformasjonen, som ligger over Tyformasjonen. Reservoarkvaliteten i Tyformasjonen er god, mens Skagerrakformasjonen har generell dårligere kvalitet enn Ty- og Huginformasjonene. Reservoarene er på 2300 meters dyp.",43478,28.02.2023,28.05.2024
SLEIPNER ØST,Utvinning,Reservoaret i Huginformasjonen produseres med trykkavlastning. Fram til 2005 ble reservoaret i Tyformasjonen produsert med resirkulering av tørrgass. Produksjonen fra Tyreservoaret stanset i 2012. Brønnene produseres med redusert innløpstrykk for å optimalisere produksjonen.,43478,28.02.2023,28.05.2024
SLEIPNER ØST,Transport,Salgsgass eksporteres fra Sleipner A-innretningen via Gassled (område D) til markedet. Ustabilt kondensat transporteres i rørledning til terminalen på Kårstø.,43478,28.02.2023,28.05.2024
SLEIPNER ØST,Status,Sleipner Øst er i sen haleproduksjon. Hovedfokus er å øke reserver og redusere produksjonsnedgangen. Det er forventet at Sleipner Øst fortsatt er i drift for tilknyttede felt etter at egen produksjon er opphørt. Innretningene i Sleipnerområdet blir delvis operert med kraft fra land fra 2024. ,43478,14.12.2023,28.05.2024
SNORRE,Utvinning,"Feltet produseres med trykkstøtte fra vanninjeksjon, gassinjeksjon og vann- alternerende gassinjeksjon (VAG). Fra 2019 reinjiseres all gass for å øke oljeutvinningen.",43718,28.02.2023,28.05.2024
SNORRE,Status,Flere tiltak for å øke oljeutvinning fra feltet vurderes. Mulige tredjepartstilknytninger kan føre til videreutvikling av Snorre. Tiltak for ytterligere utslippsreduksjon er under vurdering.,43718,14.12.2023,28.05.2024
SNORRE,Utbygging,"Snorre ligger i Tampen-området i den nordlige delen av Nordsjøen. Vanndybden er 300-350 meter. Snorre ble påvist i 1979, og plan for utbygging og drift (PUD) ble godkjent i 1988. Feltet er bygd ut med innretningene Snorre A i sør, og Snorre B i nord og to havbunnssystemer knyttet til Snorre A (SPS og SEP). Snorre A er en flytende bore-, produksjons- og boligplattform som er forankret til havbunnen med strekkstag. På Snorre A er det også en egen prosessmodul for full stabilisering av brønnstrømmen fra Vigdis. Produksjonen fra Snorre A startet i 1992. Havbunnsproduksjonssystemet SPS ble installert i 1992 og inkluderer en ramme med 20 brønnslisser for produksjons- og injeksjonsbrønner. PUD for Snorre B-innretningen, som er en halvt nedsenkbar integrert bore-, prosess- og boliginnretning, ble godkjent i 1998. Snorre B ble satt i produksjon i 2001. Endret PUD for Snorre Expansion Project (SEP) ble godkjent i 2018. Utbyggingen inkluderer seks havbunnsrammer, hver med fire brønner knyttet til Snorre A. Produksjonen startet i 2020. En endret PUD for utbygging av Hywind Tampen vindpark ble godkjent i 2020. Vindparken inkluderer 11 flytende turbiner og startet forsyning av innretningene på feltene Snorre og Gullfaks med kraft i 2022/2023. Disse feltene er de første i verden som forsynes med kraft fra en flytende vindpark.",43718,14.12.2023,28.05.2024
SNORRE,Transport,Olje og gass blir separert på Snorre A-innretningen. Oljen stabiliseres i Vigdis prosessmodulen på Snorre A og eksporteres via Vigdis rørledningen til Gullfaks A. Oljen lagres og lastes til tankskip på Gullfaks.  All gassen fra Snorre og Vigdis reinjiseres i Snorre. Endelig prosessert olje fra Snorre B transporteres i rørledning til Statfjord B for lagring og lasting til tankskip.,43718,28.02.2023,28.05.2024
SNORRE,Reservoar,Snorre produserer olje fra sandstein av trias og tidligjura alder i Alke- og Lundeformasjonene og Statfjordgruppen. Feltet består av flere store forkastningsblokker. Reservoarene ligger på 2000-2700 meters dyp og har en kompleks struktur med både kanaler og strømningsbarrierer.,43718,14.12.2023,28.05.2024
SNØHVIT,Reservoar,Snøhvit produserer gass med noe kondensat fra sandstein av tidlig- og mellomjura alder i Nordmela- og Støformasjonene. Reservoarene ligger på 2300 meters dyp og har moderat til god kvalitet. ,2053062,14.12.2023,28.05.2024
SNØHVIT,Transport,"Brønnstrømmen, som inneholder naturgass, CO2, flytende våtgass (NGL) og kondensat, transporteres gjennom en 160 kilometer lang rørledning til prosessanlegget for flytende naturgass (LNG) på Melkøya ved Hammerfest. CO2 blir skilt ut og sendt tilbake til feltet i et rør for injeksjon i vannsonen (Støreservoaret). LNG, flytende petroleumsgass (LPG) og kondensat sendes med skip til markedet.",2053062,28.02.2023,28.05.2024
SNØHVIT,Utvinning,Feltet produseres med trykkavlastning.,2053062,28.02.2023,28.05.2024
SNØHVIT,Utbygging,"Snøhvit ligger i den sentrale delen av Hammerfestbassenget i det sørlige Barentshavet. Vanndybden er 310-340 meter. Snøhvit ble påvist i 1984, og plan for utbygging og drift (PUD) ble godkjent i 2002. Snøhvit er det første feltet som ble bygd ut i Barentshavet. Feltet omfatter Snøhvit-, Albatross- og Askeladd-strukturene, og det ble bygd ut i flere faser. Utbyggingen inkluderer flere havbunnsrammer. To brønnslisser brukes til CO2-injeksjon. Produksjonen startet i 2007. PUD-fritak for Snøhvit Nord ble innvilget i 2015. Endret PUD for Snøhvit som inkluderer gasskompresjon på land og full elektrifisering ble godkjent i 2023.",2053062,14.12.2023,28.05.2024
SNØHVIT,Status,Produksjonen fra Snøhvit er på platå. Siden produksjonsoppstart har nye produksjonsbrønner blitt boret på de ulike strukturene. Arbeid pågår for å forberede kompresjon på land og elektrifisering for en betydelig reduksjon av CO2-utslippet fra anlegget på Melkøya. ,2053062,14.12.2023,28.05.2024
SOLVEIG,Utvinning,Feltet produseres med trykkstøtte fra vanninjeksjon.,34833011,28.02.2023,28.05.2024
SOLVEIG,Reservoar,Solveig produserer olje fra sandstein og konglomerat av trias og antagelig devon alder. Hovedreservoaret ble formet i små bassenger langs sørvestflanken av Utsirahøgda Sør. Reservoaret inneholder olje med en mindre gasskappe på 1900 meters dyp og er av varierende kvalitet.,34833011,28.02.2023,28.05.2024
SOLVEIG,Transport,Brønnstrømmen transporteres via Edvard Grieg og videre med rørledning til Stureterminalen. Gassen blir eksportert via SAGE-infrastruktur til St. Fergus-terminalen i Storbritannia.,34833011,28.02.2023,28.05.2024
SOLVEIG,Status,"Utbygging av fase 2, som inkluderer installering av to nye havbunnsrammer, pågår.",34833011,14.12.2023,28.05.2024
SOLVEIG,Utbygging,"Solveig ligger i Nordsjøen, 15 kilometer sør for Edvard Grieg. Vanndybden er 100 meter. Solveig ble påvist i 2013, og senere avgrenset i 2014, 2015 og 2018. Plan for utbygging og drift (PUD) ble godkjent i 2019. Solveig er bygd ut med fem enkeltbrønner tilknyttet Edvard Grieg-feltet. Produksjonen startet i 2021. Fritak fra PUD for fase 2 ble innvilget i 2023. ",34833011,14.12.2023,28.05.2024
STATFJORD,Utvinning,"Statfjord produserte opprinnelig med trykkstøtte fra alternerende vann- og gassinjeksjon (VAG), vanninjeksjon og delvis gassinjeksjon. Statfjord Senfase innebærer at all injeksjon nå er stanset. For å frigjøre oppløst gass fra gjenværende olje, ble trykkavlastning av reservoarene påbegynt i 2007.",43658,28.02.2023,28.05.2024
STATFJORD,Utbygging,"Statfjord ligger i Tampenområdet i den nordlige delen av Nordsjøen på grensen mellom norsk og britisk sektor. Norsk andel av feltet er 85,47 prosent. Vanndybden er 150 meter. Statfjord ble påvist i 1974, og plan for utbygging og drift (PUD) ble godkjent i 1976. Feltet er bygd ut med tre fullt integrerte betonginnretninger: Statfjord A, Statfjord B og Statfjord C. Statfjord A, som er plassert sentralt på feltet, kom i produksjon i 1979. Statfjord B i den sørlige delen av feltet kom i produksjon i 1982, mens Statfjord C i den nordlige delen kom i produksjon i 1985. Satellittfeltene Statfjord Øst, Statfjord Nord og Sygna har en egen innløpsseparator på Statfjord C. PUD for Statfjord Senfase ble godkjent i 2005.",43658,28.02.2023,28.05.2024
STATFJORD,Status,Arbeid pågår for å forlenge levetiden for Statfjordfeltet. Det er planer om å forlenge innretningenes levetid og å bore mange nye brønner i årene som kommer. Satellittfeltene tilknyttet Statfjord og nærliggende funn vil dra nytte av denne forlengelsen.,43658,28.02.2023,28.05.2024
STATFJORD,Reservoar,Statfjord produserer olje og assosiert gass fra sandstein av jura alder i Brent- og Statfjordgruppene og Cookformasjonen. Brent- og Statfjordgruppene har svært god reservoarkvalitet. Reservoarene ligger på 2500-3000 meters dyp i en stor forkastningsblokk med fall mot vest og i mange mindre forkastningsblokker langs den østlige flanken.,43658,28.02.2023,28.05.2024
STATFJORD,Transport,"Stabilisert olje blir lagret i lagringsceller på hver innretning. Olje lastes på tankskip fra ett av de to oljelastingssystemene på feltet. Siden 2007 har gassen blitt eksportert gjennom Tampen Link, som går via rørledningen Far North Liquids and Gas System (FLAGS) til Storbritannia. De britiske rettighetshaverne sender sin del av gassen gjennom FLAGS-rørledningen fra Statfjord B til St. Fergus i Storbritannia.",43658,28.02.2023,28.05.2024
STATFJORD NORD,Utbygging,"Statfjord Nord ligger i Tampen-området i den nordlige delen av Nordsjøen, 17 kilometer nord for Statfjord. Vanndybden er 250-290 meter. Statfjord Nord ble påvist i 1977, og plan for utbygging og drift (PUD) ble godkjent i 1990. Feltet er bygd ut med to havbunnsrammer for produksjon og en for vanninjeksjon som er knyttet til Statfjord C-innretningen. Produksjonen startet i 1995.",43679,28.02.2023,28.05.2024
STATFJORD NORD,Reservoar,"Statfjord Nord produserer olje fra sandstein av mellomjura alder i Brentgruppen og av senjura alder i Muninformasjonen. Reservoarene ligger på 2600 meters dyp, og de har god kvalitet.",43679,28.02.2023,28.05.2024
STATFJORD NORD,Utvinning,Feltet produseres med trykkstøtte fra vanninjeksjon.,43679,28.02.2023,28.05.2024
STATFJORD NORD,Transport,"Brønnstrømmen går i to rørledninger til Statfjord C-innretningen for prosessering, lagring og eksport. Statfjord Nord, Statfjord Øst og Sygna har felles prosessmodul på Statfjord C. Oljen lastes til tankskip, og gassen ekporteres via Tampen Link og Far North Liquids and Gas System (FLAGS) rørledning til Storbritannia.",43679,28.02.2023,28.05.2024
STATFJORD NORD,Status,Levetidsforlengelsen av Statfjord C-innretningen gir mulighet for flere brønner på feltet. En brønn ble boret i 2022 og en ny er planlagt for 2024.,43679,14.12.2023,28.05.2024
STATFJORD ØST,Transport,"Brønnstrømmen går i to rørledninger til Statfjord C-innretningen for prosessering, lagring og eksport. Statfjord Øst, Statfjord Nord og Sygna har en felles prosessmodul på Statfjord C. Oljen lastes på tankskip, og gassen eksporteres gjennom Tampen Link og Far North Liquids and Gas System (FLAGS) rørledning til Storbritannia.",43672,28.02.2023,28.05.2024
